GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Households receiving food stamps; Estimate; Households,Households receiving food stamps; Margin of Error; Households,Households not receiving food stamps; Estimate; Households,Households not receiving food stamps; Margin of Error; Households,Total; Estimate; With one or more people 60 years and over,Total; Margin of Error; With one or more people 60 years and over,Households receiving food stamps; Estimate; With one or more people 60 years and over,Households receiving food stamps; Margin of Error; With one or more people 60 years and over,Households not receiving food stamps; Estimate; With one or more people 60 years and over,Households not receiving food stamps; Margin of Error; With one or more people 60 years and over,Total; Estimate; With children under 18 years,Total; Margin of Error; With children under 18 years,Households receiving food stamps; Estimate; With children under 18 years,Households receiving food stamps; Margin of Error; With children under 18 years,Households not receiving food stamps; Estimate; With children under 18 years,Households not receiving food stamps; Margin of Error; With children under 18 years,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households receiving food stamps; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households receiving food stamps; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households not receiving food stamps; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households not receiving food stamps; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; DISABILITY STATUS - With one or more people with a disability,Total; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Households receiving food stamps; Estimate; DISABILITY STATUS - With one or more people with a disability,Households receiving food stamps; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Households not receiving food stamps; Estimate; DISABILITY STATUS - With one or more people with a disability,Households not receiving food stamps; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Households receiving food stamps; Estimate; Hispanic or Latino origin (of any race),Households receiving food stamps; Margin of Error; Hispanic or Latino origin (of any race),Households not receiving food stamps; Estimate; Hispanic or Latino origin (of any race),Households not receiving food stamps; Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Households receiving food stamps; Estimate; White alone, not Hispanic or Latino","Households receiving food stamps; Margin of Error; White alone, not Hispanic or Latino","Households not receiving food stamps; Estimate; White alone, not Hispanic or Latino","Households not receiving food stamps; Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Total; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households receiving food stamps; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households receiving food stamps; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households not receiving food stamps; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households not receiving food stamps; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Total; Estimate; WORK STATUS - Families,Total; Margin of Error; WORK STATUS - Families,Households receiving food stamps; Estimate; WORK STATUS - Families,Households receiving food stamps; Margin of Error; WORK STATUS - Families,Households not receiving food stamps; Estimate; WORK STATUS - Families,Households not receiving food stamps; Margin of Error; WORK STATUS - Families,Total; Estimate; WORK STATUS - No workers in past 12 months,Total; Margin of Error; WORK STATUS - No workers in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - No workers in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - No workers in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - No workers in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - No workers in past 12 months,Total; Estimate; WORK STATUS - 1 worker in past 12 months,Total; Margin of Error; WORK STATUS - 1 worker in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - 1 worker in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - 1 worker in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - 1 worker in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - 1 worker in past 12 months,Total; Estimate; WORK STATUS - 2 or more workers in past 12 months,Total; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - 2 or more workers in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - 2 or more workers in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Total; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Total; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households receiving food stamps; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households receiving food stamps; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households not receiving food stamps; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households not receiving food stamps; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency
1400000US36001000100,36001000100,"Census Tract 1, Albany County, New York",848,98,174,92,674,98,26.4,8.3,25.3,17.8,26.7,10.6,45.8,7.7,55.7,26.4,43.2,9.5,28.2,11.1,63.8,25.0,19.0,11.2,(X),(X),(X),(X),(X),(X),97.2,3.2,94.3,9.1,97.9,3.5,46.1,9.4,40.2,28.8,47.6,10.9,43.8,9.4,32.2,21.8,46.7,10.9,0.0,4.0,0.0,18.1,0.0,5.1,1.2,2.0,5.7,9.8,0.0,5.1,0.0,4.0,0.0,18.1,0.0,5.1,6.1,6.5,16.1,23.5,3.6,4.6,2.8,3.2,5.7,9.1,2.1,3.5,11.6,8.4,16.1,23.5,10.4,8.4,39.9,10.7,40.2,28.8,39.8,11.9,32333,13812,9450,8401,37500,15891,540,88,134,84,406,84,17.6,12.1,40.3,35.1,10.1,9.1,46.7,17.5,0.0,22.7,62.1,19.4,35.7,15.8,59.7,35.1,27.8,18.6,5.7,(X),(X),(X),(X),(X)
1400000US36001000200,36001000200,"Census Tract 2, Albany County, New York",2241,197,655,200,1586,205,22.1,6.1,7.9,8.6,27.9,8.0,44.8,8.2,83.2,10.3,28.9,9.6,40.7,8.5,76.0,12.7,26.2,9.3,(X),(X),(X),(X),(X),(X),97.7,2.6,100.0,5.2,96.7,3.7,14.3,4.0,8.4,6.6,16.8,5.4,78.0,5.6,86.0,9.7,74.8,7.5,0.0,1.5,0.0,5.2,0.0,2.2,3.7,2.6,0.0,5.2,5.2,3.7,0.0,1.5,0.0,5.2,0.0,2.2,1.7,2.1,5.6,6.8,0.0,2.2,2.3,2.6,0.0,5.2,3.3,3.7,2.7,2.4,9.2,7.7,0.0,2.2,13.3,3.9,4.9,5.7,16.8,5.4,25354,5961,12019,4940,29063,8272,1276,212,573,198,703,162,22.6,8.9,37.5,16.7,10.4,7.5,54.3,11.3,45.4,18.5,61.6,14.9,23.1,9.2,17.1,12.0,28.0,13.7,4.1,(X),(X),(X),(X),(X)
1400000US36001000300,36001000300,"Census Tract 3, Albany County, New York",2594,159,643,178,1951,203,29.3,4.7,9.3,7.2,35.9,6.6,29.0,6.5,43.4,17.3,24.2,6.8,30.7,7.1,82.7,10.6,13.6,6.5,(X),(X),(X),(X),(X),(X),99.0,1.6,100.0,5.3,98.6,2.1,55.4,6.4,34.4,13.2,62.4,7.8,38.8,5.9,65.6,13.2,30.0,7.4,0.0,1.3,0.0,5.3,0.0,1.8,2.4,2.2,0.0,5.3,3.1,3.0,0.0,1.3,0.0,5.3,0.0,1.8,2.4,2.3,0.0,5.3,3.1,3.0,1.0,1.6,0.0,5.3,1.4,2.1,4.1,3.0,7.5,9.2,3.0,2.9,53.6,6.6,26.9,13.1,62.4,7.8,30932,7888,9372,1627,45975,6550,1465,191,418,144,1047,180,23.2,9.5,37.8,24.2,17.4,8.6,39.7,12.1,58.9,24.0,32.0,12.3,37.1,10.9,3.3,5.4,50.6,12.3,1.7,(X),(X),(X),(X),(X)
1400000US36001000401,36001000401,"Census Tract 4.01, Albany County, New York",1062,104,0,123,1062,104,56.2,6.6,-,**,56.2,6.6,8.7,4.7,-,**,8.7,4.7,4.3,3.4,-,**,4.3,3.4,(X),(X),(X),(X),(X),(X),100.0,3.2,-,**,100.0,3.2,89.5,6.0,-,**,89.5,6.0,7.4,5.7,-,**,7.4,5.7,1.0,1.3,-,**,1.0,1.3,2.1,2.4,-,**,2.1,2.4,0.0,3.2,-,**,0.0,3.2,0.0,3.2,-,**,0.0,3.2,0.0,3.2,-,**,0.0,3.2,0.0,3.2,-,**,0.0,3.2,89.5,6.0,-,**,89.5,6.0,60909,12146,-,**,60909,12146,381,78,0,123,381,78,30.4,10.3,-,**,30.4,10.3,13.4,8.7,-,**,13.4,8.7,56.2,10.1,-,**,56.2,10.1,0.0,(X),(X),(X),(X),(X)
1400000US36001000403,36001000403,"Census Tract 4.03, Albany County, New York",2289,157,74,68,2215,163,26.5,6.2,0.0,35.5,27.4,6.4,13.5,5.8,50.0,50.0,12.3,6.1,21.5,7.2,81.1,33.8,19.5,7.1,(X),(X),(X),(X),(X),(X),98.9,1.7,100.0,35.5,98.8,1.8,77.8,8.1,47.3,51.3,78.8,7.8,3.3,2.5,52.7,51.3,1.7,1.9,1.7,2.4,0.0,35.5,1.7,2.4,13.6,6.8,0.0,35.5,14.0,6.9,2.5,3.2,0.0,35.5,2.6,3.3,0.0,1.5,0.0,35.5,0.0,1.6,1.1,1.7,0.0,35.5,1.2,1.8,2.0,2.1,0.0,35.5,2.0,2.2,77.0,8.1,47.3,51.3,78.0,7.9,52807,10712,13581,4379,54552,12315,927,162,51,60,876,161,17.4,7.9,0.0,43.1,18.4,8.3,26.5,12.6,100.0,43.1,22.3,13.1,56.1,11.0,0.0,43.1,59.4,11.5,1.9,(X),(X),(X),(X),(X)
1400000US36001000404,36001000404,"Census Tract 4.04, Albany County, New York",32,16,0,123,32,16,68.8,44.2,-,**,68.8,44.2,31.3,44.2,-,**,31.3,44.2,0.0,54.4,-,**,0.0,54.4,(X),(X),(X),(X),(X),(X),100.0,54.4,-,**,100.0,54.4,100.0,54.4,-,**,100.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,100.0,54.4,-,**,100.0,54.4,28636,54217,-,**,28636,54217,21,22,0,123,21,22,52.4,52.4,-,**,52.4,52.4,0.0,67.2,-,**,0.0,67.2,47.6,52.4,-,**,47.6,52.4,0.0,(X),(X),(X),(X),(X)
1400000US36001000501,36001000501,"Census Tract 5.01, Albany County, New York",1581,158,552,155,1029,146,29.3,7.3,13.0,8.3,38.1,11.3,20.7,5.8,34.6,13.9,13.2,6.6,35.5,8.6,60.0,16.1,22.4,10.7,(X),(X),(X),(X),(X),(X),96.7,3.2,92.4,8.4,99.0,1.5,65.8,9.3,53.1,18.0,72.6,10.2,26.1,8.0,33.0,15.8,22.4,9.4,0.1,0.5,0.0,6.1,0.1,0.7,2.0,3.0,0.0,6.1,3.1,4.6,0.0,2.2,0.0,6.1,0.0,3.3,2.7,3.5,6.3,9.9,0.8,1.2,3.3,3.2,7.6,8.4,1.0,1.5,7.7,5.2,15.8,14.2,3.3,2.7,61.6,9.7,43.7,19.2,71.2,10.2,25442,5323,9813,2306,33573,3860,569,136,167,78,402,114,19.7,9.2,25.1,19.3,17.4,12.3,40.8,16.4,49.1,37.7,37.3,15.9,39.5,15.7,25.7,31.0,45.3,17.0,1.8,(X),(X),(X),(X),(X)
1400000US36001000502,36001000502,"Census Tract 5.02, Albany County, New York",823,103,40,39,783,119,27.2,10.4,0.0,48.7,28.6,11.0,15.1,7.8,0.0,48.7,15.8,8.2,13.6,6.5,75.0,46.2,10.5,6.2,(X),(X),(X),(X),(X),(X),92.2,7.3,25.0,46.2,95.7,6.5,73.9,10.2,0.0,48.7,77.7,9.6,9.0,5.9,25.0,46.2,8.2,5.6,0.0,4.2,0.0,48.7,0.0,4.4,7.2,5.5,0.0,48.7,7.5,5.8,0.0,4.2,0.0,48.7,0.0,4.4,2.2,3.2,0.0,48.7,2.3,3.3,7.8,7.3,75.0,46.2,4.3,6.5,5.6,5.0,0.0,48.7,5.9,5.2,72.2,10.3,0.0,48.7,75.9,9.9,41563,11558,4167,6222,45969,11783,301,99,30,35,271,96,14.0,13.1,100.0,56.2,4.4,6.2,13.0,14.3,0.0,56.2,14.4,15.7,73.1,17.9,0.0,56.2,81.2,16.2,1.1,(X),(X),(X),(X),(X)
1400000US36001000600,36001000600,"Census Tract 6, Albany County, New York",1295,162,326,109,969,145,16.6,5.6,19.9,15.1,15.5,6.7,30.7,7.9,65.3,16.8,19.1,7.9,44.6,9.3,69.0,16.6,36.4,9.5,(X),(X),(X),(X),(X),(X),98.9,1.2,98.8,2.6,99.0,1.4,45.5,9.9,33.1,16.3,49.6,11.6,36.3,8.7,49.1,17.9,32.0,10.2,1.5,2.4,0.0,10.2,2.0,3.2,5.9,4.5,0.0,10.2,7.9,5.9,0.0,2.7,0.0,10.2,0.0,3.5,9.7,6.0,16.6,16.0,7.4,6.3,1.1,1.2,1.2,2.6,1.0,1.4,12.7,6.5,25.5,17.7,8.5,6.2,43.2,9.9,24.2,13.5,49.6,11.6,21369,5609,14590,4045,32520,10561,537,124,223,92,314,100,12.3,10.1,21.1,20.6,6.1,9.5,41.2,15.0,37.7,24.5,43.6,21.1,46.6,12.7,41.3,22.5,50.3,19.7,0.0,(X),(X),(X),(X),(X)
