GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Households receiving food stamps; Estimate; Households,Households receiving food stamps; Margin of Error; Households,Households not receiving food stamps; Estimate; Households,Households not receiving food stamps; Margin of Error; Households,Total; Estimate; With one or more people 60 years and over,Total; Margin of Error; With one or more people 60 years and over,Households receiving food stamps; Estimate; With one or more people 60 years and over,Households receiving food stamps; Margin of Error; With one or more people 60 years and over,Households not receiving food stamps; Estimate; With one or more people 60 years and over,Households not receiving food stamps; Margin of Error; With one or more people 60 years and over,Total; Estimate; With children under 18 years,Total; Margin of Error; With children under 18 years,Households receiving food stamps; Estimate; With children under 18 years,Households receiving food stamps; Margin of Error; With children under 18 years,Households not receiving food stamps; Estimate; With children under 18 years,Households not receiving food stamps; Margin of Error; With children under 18 years,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households receiving food stamps; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households receiving food stamps; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households not receiving food stamps; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households not receiving food stamps; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; DISABILITY STATUS - With one or more people with a disability,Total; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Households receiving food stamps; Estimate; DISABILITY STATUS - With one or more people with a disability,Households receiving food stamps; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Households not receiving food stamps; Estimate; DISABILITY STATUS - With one or more people with a disability,Households not receiving food stamps; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Households receiving food stamps; Estimate; Hispanic or Latino origin (of any race),Households receiving food stamps; Margin of Error; Hispanic or Latino origin (of any race),Households not receiving food stamps; Estimate; Hispanic or Latino origin (of any race),Households not receiving food stamps; Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Households receiving food stamps; Estimate; White alone, not Hispanic or Latino","Households receiving food stamps; Margin of Error; White alone, not Hispanic or Latino","Households not receiving food stamps; Estimate; White alone, not Hispanic or Latino","Households not receiving food stamps; Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Total; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households receiving food stamps; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households receiving food stamps; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households not receiving food stamps; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households not receiving food stamps; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Total; Estimate; WORK STATUS - Families,Total; Margin of Error; WORK STATUS - Families,Households receiving food stamps; Estimate; WORK STATUS - Families,Households receiving food stamps; Margin of Error; WORK STATUS - Families,Households not receiving food stamps; Estimate; WORK STATUS - Families,Households not receiving food stamps; Margin of Error; WORK STATUS - Families,Total; Estimate; WORK STATUS - No workers in past 12 months,Total; Margin of Error; WORK STATUS - No workers in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - No workers in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - No workers in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - No workers in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - No workers in past 12 months,Total; Estimate; WORK STATUS - 1 worker in past 12 months,Total; Margin of Error; WORK STATUS - 1 worker in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - 1 worker in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - 1 worker in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - 1 worker in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - 1 worker in past 12 months,Total; Estimate; WORK STATUS - 2 or more workers in past 12 months,Total; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - 2 or more workers in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - 2 or more workers in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Total; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Total; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households receiving food stamps; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households receiving food stamps; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households not receiving food stamps; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households not receiving food stamps; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency
1400000US36001000100,36001000100,"Census Tract 1, Albany County, New York",823,79,167,71,656,90,29.6,8.8,41.9,20.8,26.5,9.6,43.0,8.0,44.9,26.6,42.5,8.1,25.6,9.7,44.9,27.1,20.7,10.2,(X),(X),(X),(X),(X),(X),99.0,1.6,95.2,8.2,100.0,4.8,41.3,8.5,25.7,25.9,45.3,9.9,48.6,8.5,46.1,26.8,49.2,9.6,0.0,3.9,0.0,17.6,0.0,4.8,3.0,3.4,8.4,12.9,1.7,2.6,0.0,3.9,0.0,17.6,0.0,4.8,6.1,5.6,15.0,21.1,3.8,4.6,1.0,1.6,4.8,8.2,0.0,4.8,14.2,7.9,22.2,22.8,12.2,7.4,34.0,9.1,25.7,25.9,36.1,10.5,37772,17125,20063,16770,42750,15148,544,97,115,68,429,75,13.6,8.3,24.3,25.9,10.7,7.3,45.6,14.4,19.1,20.7,52.7,15.9,40.8,15.4,56.5,32.0,36.6,18.0,0.0,(X),(X),(X),(X),(X)
1400000US36001000200,36001000200,"Census Tract 2, Albany County, New York",2298,239,673,195,1625,257,20.9,7.0,10.1,8.7,25.4,9.1,44.1,7.3,72.5,11.1,32.4,9.3,39.5,9.9,78.2,13.6,23.4,9.4,(X),(X),(X),(X),(X),(X),98.0,2.4,100.0,4.7,97.1,3.5,16.9,5.4,6.5,6.5,21.2,7.9,75.0,7.2,86.5,10.1,70.3,10.5,0.0,1.4,0.0,4.7,0.0,2.0,4.0,3.3,0.0,4.7,5.6,4.7,0.0,1.4,0.0,4.7,0.0,2.0,2.0,2.3,7.0,7.9,0.0,2.0,2.0,2.4,0.0,4.7,2.9,3.5,2.7,2.5,9.2,8.5,0.0,2.0,16.3,5.7,4.3,5.0,21.2,7.9,25135,6403,11631,2175,29007,7203,1203,214,504,154,699,188,22.0,10.0,36.9,18.4,11.3,9.9,54.6,13.1,50.0,21.1,57.9,16.1,23.4,10.2,13.1,10.8,30.8,16.2,3.6,(X),(X),(X),(X),(X)
1400000US36001000300,36001000300,"Census Tract 3, Albany County, New York",2530,197,706,189,1824,228,27.8,5.6,7.4,7.4,35.7,6.8,30.2,6.9,44.5,16.3,24.7,6.8,32.0,8.1,76.6,13.5,14.7,7.5,(X),(X),(X),(X),(X),(X),97.5,2.3,100.0,4.5,96.6,3.2,56.2,7.4,38.5,17.8,63.0,7.6,36.8,6.9,61.5,17.8,27.2,6.7,0.0,1.3,0.0,4.5,0.0,1.8,2.4,2.4,0.0,4.5,3.3,3.4,0.0,1.3,0.0,4.5,0.0,1.8,2.2,2.7,0.0,4.5,3.0,3.8,2.5,2.3,0.0,4.5,3.4,3.2,6.6,4.1,11.3,11.2,4.8,4.3,52.6,7.3,27.2,15.5,62.4,7.6,29495,8175,8997,1598,42875,10893,1406,214,448,159,958,211,23.0,8.3,31.9,21.3,18.9,8.0,42.5,10.4,68.1,21.3,30.5,10.2,34.5,9.8,0.0,7.0,50.6,11.3,1.1,(X),(X),(X),(X),(X)
1400000US36001000401,36001000401,"Census Tract 4.01, Albany County, New York",1056,78,0,89,1056,78,56.0,8.0,-,**,56.0,8.0,9.6,4.5,-,**,9.6,4.5,3.1,2.6,-,**,3.1,2.6,(X),(X),(X),(X),(X),(X),100.0,3.0,-,**,100.0,3.0,93.5,3.5,-,**,93.5,3.5,3.8,3.0,-,**,3.8,3.0,0.8,1.3,-,**,0.8,1.3,2.0,2.3,-,**,2.0,2.3,0.0,3.0,-,**,0.0,3.0,0.0,3.0,-,**,0.0,3.0,0.0,3.0,-,**,0.0,3.0,0.0,3.0,-,**,0.0,3.0,93.5,3.5,-,**,93.5,3.5,66987,10681,-,**,66987,10681,395,67,0,89,395,67,26.6,10.1,-,**,26.6,10.1,21.5,11.3,-,**,21.5,11.3,51.9,10.7,-,**,51.9,10.7,0.9,(X),(X),(X),(X),(X)
1400000US36001000403,36001000403,"Census Tract 4.03, Albany County, New York",2163,187,136,99,2027,198,25.8,5.4,0.0,21.1,27.5,5.9,12.4,5.4,29.4,31.9,11.2,6.0,20.9,7.6,67.6,31.4,17.7,7.2,(X),(X),(X),(X),(X),(X),99.2,1.4,100.0,21.1,99.1,1.4,77.8,8.0,45.6,37.7,80.0,7.9,8.0,4.6,54.4,37.7,4.9,3.3,1.5,2.1,0.0,21.1,1.6,2.2,9.5,5.7,0.0,21.1,10.2,6.0,0.0,1.5,0.0,21.1,0.0,1.6,2.4,3.0,0.0,21.1,2.5,3.2,0.8,1.4,0.0,21.1,0.9,1.4,3.9,3.6,0.0,21.1,4.2,3.8,77.1,8.0,45.6,37.7,79.2,7.9,56210,14162,25160,23093,60139,16726,935,164,51,46,884,162,18.1,7.2,0.0,41.5,19.1,7.7,26.8,10.0,74.5,42.7,24.1,10.9,55.1,9.5,25.5,42.7,56.8,9.9,1.3,(X),(X),(X),(X),(X)
1400000US36001000404,36001000404,"Census Tract 4.04, Albany County, New York",10,16,0,89,10,16,100.0,93.8,-,**,100.0,93.8,0.0,93.8,-,**,0.0,93.8,0.0,93.8,-,**,0.0,93.8,(X),(X),(X),(X),(X),(X),100.0,93.8,-,**,100.0,93.8,100.0,93.8,-,**,100.0,93.8,0.0,93.8,-,**,0.0,93.8,0.0,93.8,-,**,0.0,93.8,0.0,93.8,-,**,0.0,93.8,0.0,93.8,-,**,0.0,93.8,0.0,93.8,-,**,0.0,93.8,0.0,93.8,-,**,0.0,93.8,0.0,93.8,-,**,0.0,93.8,100.0,93.8,-,**,100.0,93.8,-,**,-,**,-,**,0,89,0,89,0,89,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),(X),(X)
1400000US36001000501,36001000501,"Census Tract 5.01, Albany County, New York",1597,135,595,152,1002,186,24.0,6.6,16.0,7.9,28.7,9.8,27.4,6.8,43.2,13.7,18.0,7.4,37.8,9.9,64.0,16.2,22.2,10.0,(X),(X),(X),(X),(X),(X),94.4,4.1,93.1,8.0,95.2,4.2,58.4,9.4,50.1,15.7,63.4,11.3,28.9,7.3,32.4,13.0,26.8,9.7,0.9,1.4,0.0,5.3,1.4,2.2,2.6,3.6,1.0,1.6,3.6,5.7,0.0,2.0,0.0,5.3,0.0,3.2,3.6,3.3,9.6,8.4,0.0,3.2,5.6,4.1,6.9,8.0,4.8,4.2,8.1,4.5,16.5,11.4,3.2,2.9,55.2,9.9,43.2,16.8,62.4,11.5,23760,3103,10327,2684,33736,4268,679,156,241,109,438,128,26.7,12.0,32.8,21.2,23.3,16.0,40.2,14.1,53.1,27.4,33.1,15.8,33.1,14.5,14.1,16.6,43.6,18.5,1.6,(X),(X),(X),(X),(X)
1400000US36001000502,36001000502,"Census Tract 5.02, Albany County, New York",829,114,23,28,806,118,27.4,8.9,0.0,61.8,28.2,9.2,12.7,8.4,0.0,61.8,13.0,8.6,17.2,8.7,100.0,61.8,14.9,8.2,(X),(X),(X),(X),(X),(X),93.2,6.4,0.0,61.8,95.9,6.1,73.6,10.1,0.0,61.8,75.7,10.2,6.0,5.6,0.0,61.8,6.2,5.8,0.0,3.8,0.0,61.8,0.0,3.9,13.6,7.9,0.0,61.8,14.0,8.1,0.0,3.8,0.0,61.8,0.0,3.9,0.0,3.8,0.0,61.8,0.0,3.9,6.8,6.4,100.0,61.8,4.1,6.1,4.1,4.6,0.0,61.8,4.2,4.8,70.9,10.2,0.0,61.8,73.0,10.2,40574,9819,-,**,41351,10477,296,99,23,28,273,100,13.2,11.0,100.0,61.8,5.9,5.8,11.5,10.7,0.0,61.8,12.5,11.8,75.3,15.8,0.0,61.8,81.7,12.8,1.2,(X),(X),(X),(X),(X)
1400000US36001000600,36001000600,"Census Tract 6, Albany County, New York",1267,175,352,121,915,169,11.9,5.9,4.8,5.7,14.6,7.5,27.2,8.8,62.8,16.4,13.4,7.5,52.2,9.2,62.8,17.4,48.1,11.8,(X),(X),(X),(X),(X),(X),98.7,1.4,97.7,3.2,99.0,1.4,50.4,10.2,38.1,15.5,55.1,12.5,32.7,9.8,49.1,19.6,26.3,10.8,1.3,2.0,0.0,8.8,1.9,2.8,6.9,5.5,1.4,2.2,9.1,7.3,0.0,2.5,0.0,8.8,0.0,3.5,7.3,5.3,9.1,12.1,6.7,5.8,1.3,1.4,2.3,3.2,1.0,1.4,12.6,6.4,14.5,15.5,11.9,6.9,45.8,9.6,32.7,13.2,50.8,12.0,17623,3884,14750,2517,19842,9330,458,134,235,112,223,87,14.4,10.2,28.1,19.7,0.0,13.5,34.9,17.0,26.8,22.4,43.5,23.2,50.7,16.9,45.1,23.8,56.5,23.2,0.0,(X),(X),(X),(X),(X)
