cartodb_id,the_geom,puma,ct2010,borocode,boroct2010,ntaname,ntacode,id,cdeligibil,boroname,shape_leng,shape_area,ctlabel,count_vals,count_vals_density
822,0106000020E6100000010000000103000000010000003B00000028658B20987652C09CE230389D6B4440CD3C40DF997652C0C84EBED69C6B4440F177B3FEAA7652C00AB6361A996B4440E0F48EADBA7652C00BC43DC0956B4440CE63D1DAC07652C0D4DF2046946B44401A706ADBC07652C07B67FA45946B4440AA4403DCC07652C0384EC245946B444040263581C77652C0F94D6923926B4440F047650DCD7652C0D5E7B6E38F6B4440FFF2170ECD7652C01FB96AE38F6B444048F4D60ECD7652C01A810BE38F6B4440D6417A44CD7652C0AAA40AC98F6B44403F812376CD7652C0158AFEB08F6B44409699B806D37652C01AEF03FF8C6B4440790EBBE1D87652C041AA67A7896B4440E6838ADFE37652C039C7F944816B44401887A809E97652C0EBA5BD387C6B4440CFB42752EF7652C097D897F6756B4440D36BCAE8F57652C01D21D26E6D6B444017DE33C5F87652C047728DBA696B4440FDA6CE27F97652C03EEFEC39696B44401943843BFD7652C0000DEC1F666B4440E1A25676077752C0368375575E6B444016C7372B0F7752C0936DC2C25E6B4440556D4481107752C01CEA7C075E6B4440E94BBDC0117752C03A78D7EC5C6B4440915D02D9127752C0DB43B37E5B6B4440714761BD137752C02EDAE8D0596B4440C056883A147752C0830AD9C7586B444018E7E7EA147752C01D861E74566B44404B52E648157752C01275FB09546B44403DAB4D58157752C0B2232FAD516B4440389774E8187752C071E2E7755A6B444066C48AA1197752C03E1FCAED616B44404D024E14237752C0758740476F6B4440F2D9A917257752C0A0B08A20726B444051073CA42C7752C07DEFEC5F806B444081EFAF2B327752C0FD8E4CCF8A6B4440607F7F38367752C02EFCB5EE926B44406F6B18DF3C7752C09E73EA21A06B444097B7B8B7437752C07A13EE9BAD6B44404033A3E5447752C0EB5E00FFAE6B4440A7EB6B21437752C04374ADE9AF6B4440ADCC661A277752C0FC0056B0B66B4440C1562BEB247752C0A402562FB76B44407D6531B7117752C0A4C0C891BB6B4440EA6C0C450D7752C0E3DDD577BC6B4440602C02BA057752C05BAF9E44BE6B44407167F410FD7652C02DB70C3CC06B4440F7B6E750EF7652C08131165BC36B44403132D93DDC7652C07A33DE8FC76B4440D4FA10B8CB7652C0F284FA6FCB6B4440488E3819C17652C073C926D9CD6B4440507E2A8BBB7652C05A69221CCF6B4440615EC255AB7652C01EF0EBCDD26B4440784BD6B39F7652C0EB7FCC74D56B444024E8730B9D7652C0EB1FE20FD66B44409A121A1A997652C07945426DA76B444028658B20987652C09CE230389D6B4440,3709,21001,2,2021001,Parkchester,BX46,1400000US36005021001,E,Bronx,7202.11070393,2077421.79348,210.01,6,3.10878418938434e-05
823,0106000020E6100000010000000103000000010000002800000020271578C47652C098CD3319EC6B4440B6E8FAC0BB7652C020071F9BE66B4440AFE521D6AC7652C0664D04A3DC6B444024E8730B9D7652C0EB1FE20FD66B4440784BD6B39F7652C0EB7FCC74D56B4440615EC255AB7652C01EF0EBCDD26B4440507E2A8BBB7652C05A69221CCF6B4440488E3819C17652C073C926D9CD6B4440D4FA10B8CB7652C0F284FA6FCB6B44403132D93DDC7652C07A33DE8FC76B4440F7B6E750EF7652C08131165BC36B44407167F410FD7652C02DB70C3CC06B4440602C02BA057752C05BAF9E44BE6B4440EA6C0C450D7752C0E3DDD577BC6B44407D6531B7117752C0A4C0C891BB6B4440C1562BEB247752C0A402562FB76B4440ADCC661A277752C0FC0056B0B66B4440A7EB6B21437752C04374ADE9AF6B44404033A3E5447752C0EB5E00FFAE6B4440313607EB457752C0CF585788B06B44409389B8864D7752C0F85F64FBBB6B4440BA21E2E25E7752C052D458EFD56B44405D60CEB1627752C00FF473FCED6B444040175BE5657752C0E8FC4E8D006C4440829A387E6E7752C057F08345306C44405411D8595F7752C060098194366C44401E11A112517752C06D18257C3C6C4440BE617BCA427752C03C5E7B71426C4440A31FD598347752C0A9C90974486C4440969AD234267752C009F1024E4E6C4440E108D7121F7752C0A285E746516C44400A7FB66B177752C011A1CB96546C4440AF4AA2A70F7752C091DC97B4576C4440C8642A10017752C0F1BE46545F6C44404C0C180DFA7652C0EDAE2AF4466C44403CB2882EF47652C046902B58326C44405FAF1B7FEF7652C0AD93E3CB256C4440ADBA0855DF7652C0ED2505E5FE6B4440ED7903D9D67652C0B9C3E1C7F86B444020271578C47652C098CD3319EC6B4440,3704,23800,2,2023800,Van Nest-Morris Park-Westchester Square,BX37,1400000US36005023800,E,Bronx,8872.23720952,3654703.11763,238,6,1.76710705202076e-05
824,0106000020E6100000010000000103000000010000002F000000B26FF66B957652C0F4CE5D3F806B444074B2660F927652C09B6552255D6B4440AA33B7058F7652C02D30F9833C6B4440FDE15D998C7652C0B42D3429236B4440653F1C908A7652C0E6334A6F0D6B4440D05DDC50887652C066291AC5F56A44407D1A4DDA847652C0B88A49FFD96A4440472B1D00827652C00E119F19C76A4440442CD84C857652C0C4022A64C66A4440964E5380947652C04DE42A20C36A44400066CA449F7652C0ABD43300C16A44408CDA9A9BB27652C0A5B0C6D7BC6A4440AF25DC15E57652C00DDD7D01B26A4440D5480BC9FA7652C03357D948AD6A4440024ABC9B077752C0AE1A1CEAAA6A4440335B0AC90F7752C0B8AC2D0AA86A44402A87E575107752C0E480E7C1AA6A4440580C273D117752C0DA980FFAAC6A4440CFF4E446127752C053DEF106AF6A44403B27D58B137752C022BAB4CEB06A4440F5F60FFF147752C013EFEB3BB26A4440B38FB08F167752C02957D440B36A444013886C2B187752C026D231D9B36A44402D38CE61187752C022E6C5B4B66A444056912B16197752C00B18B52DC06A444012864ECF1A7752C0BE852210D46A4440F047F473197752C06B31BB71D46A4440AA71E29B117752C0DD64FBA5D66A4440E0B4C11CFD7652C01A8BCCBDDC6A4440FDF485C1EA7652C0E18CA032E26A44404BFBA7F8DE7652C025277E23E86A44400695E8D0C47652C0E98C15C0F56A44403D7DB7EBC27652C019CAC2E1F86A4440AEF78064C67652C0D23092AFFE6A4440C6A79E5EBA7652C08CAA48AE036B444035823F61BE7652C0314564F82D6B4440593AD1A4BF7652C0954541FF316B44404DDB0A6EAF7652C0582C4C7E356B4440CD02A38E9F7652C0F52974F7386B444004441723A17652C05D8B91BE496B44407F2F04EEA57652C0A25AA0A37C6B4440EFD5EC7BA87652C02B805F52956B4440A155570EAA7652C0ECAB4CB0976B4440F177B3FEAA7652C00AB6361A996B4440CD3C40DF997652C0C84EBED69C6B444028658B20987652C09CE230389D6B4440B26FF66B957652C0F4CE5D3F806B4440,3709,22200,2,2022200,Parkchester,BX46,1400000US36005022200,E,Bronx,9735.84328011,2370424.58874,222,14,6.35719297989633e-05
832,0106000020E6100000010000000103000000010000002B00000009B38487E87752C0E7E0B89C7A5E44400931CC1AE47752C00D4E693A645E44406E70B2D5DF7752C00223F9C04D5E444041636B7FDB7752C025E715C3365E444007471C97D97752C0BD9D94D12C5E44407A9D595EF57752C077027B61135E44401A38908FF67752C00264805A115E444023B6413DF87752C03259C17F0E5E444063F5DF22F97752C0FBDB57F90C5E44402661678FFF7752C0DFD621C9125E44407437E4AC057852C0675CCF3C1A5E444028A66AE0097852C0FAA394F61F5E4440B3710AAA107852C0CF88A736295E4440825873E91C7852C0397779A23A5E444027D2EBB81E7852C005380E4E3D5E44401E3D8396227852C07E27994B425E44406B1F8CBC2B7852C04EA5C1E84D5E4440F41071902E7852C0120D2D58505E4440CEDA9687317852C0F860CD68525E4440D09FC799347852C096393E14545E444036CB36BE377852C0A1F25B56555E444065066A29487852C0B933D6355B5E4440E85E15FF4D7852C02673D26A5D5E4440E3E52056577852C020F72EF3605E4440C978F7685A7852C01CF0CE0A625E4440B8632CA86A7852C085A716B5675E444079A33239737852C07D5728156B5E4440CC6A04A5777852C01227B8346D5E4440329E19E6747852C064BA52426E5E4440E81755286F7852C07BC4ED75705E44407344CD0C677852C0276E2159735E44405DD63C294C7852C08E0E3B067D5E44403F41B68D4A7852C02D0A0CED7C5E4440AE4226EF487852C060059A467D5E44409DC72862477852C045851E117E5E4440F104A2F9457852C0515E09407F5E44403BB62D00357852C0EA78BD59855E4440B835BAC9307852C0292DB407875E4440F82F9BD2277852C055CD31768A5E4440EB985635187852C04F372C65945E444004992D4DF17752C00A463D8AA75E444088BBF4EAEC7752C052CE8316915E444009B38487E87752C0E7E0B89C7A5E4440,4107,47300,4,4047300,Elmhurst,QN29,1400000US36081047300,I,Queens,6890.6650568,1958959.65489,473,2,1.09893092181974e-05
853,0106000020E6100000010000000103000000010000001200000007F8F2A4647F52C0D8981EE5C05E44401B497BA56B7F52C0835C009EAD5E4440EA943CAC727F52C0432E16719A5E4440BAF5029D797F52C0FB7CA849875E4440FEF9A69C807F52C0F6AC5210745E44407EBBF1A5877F52C0F6EE43D8605E444084333C458F7F52C024BA66E44B5E444028A0446B977F52C090992A65355E4440529FBE39CC7F52C049A874D7615E4440BF4E45FFC37F52C082FD2142785E44402182B366BC7F52C0EA52D5428D5E44403BDB6A68B57F52C0655EAF58A05E4440C24AEB5FAE7F52C0E8F79BBBB35E44400630ED67A77F52C0204B86CDC65E444024E38C54A07F52C061924E08DA5E4440A5425B379D7F52C0C47603DEE25E44403AFD8E54997F52C09766EF79ED5E444007F8F2A4647F52C0D8981EE5C05E4440,3807,5400,1,1005400,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1400000US36061005400,I,Manhattan,5588.63948047,1808932.73001,54,1,5.95034616786127e-06
825,0106000020E61000000100000001030000000100000058000000610B56D7F28852C02F79A6E9E24E4440E3EF2FF5E48852C03D813560DF4E444030C7572BD98852C0D3F89404DC4E444074433B19D08852C07DB350A8D94E444091C8B9BACD8852C0A0A36A03D94E4440216D11C3C28852C0038185AFD54E4440A6DF8FC5B78852C058AEE421D24E4440F0BA64A4AC8852C0A9CA8944CE4E444065C8EB6CA58852C0A41775A6CB4E444070C91E68A18852C074F95B31CA4E4440CC687A569F8852C0F1EAF9A7C94E44401E4D53689D8852C092C05780C94E44405F083C679D8852C01DC74680C94E4440FAE631669D8852C0728BE57FC94E4440BE26FF799B8852C0314994D9C84E44408E95DA789B8852C0863134D9C84E4440F8ABDC779B8852C0B0729AD8C84E4440D0D47EA1998852C0064CE8B4C74E444004EB80A0998852C0C3784DB4C74E444063ED829F998852C023A865B3C74E44401E29DDF2978852C0D6ACBF1EC64E444098AEF8F1978852C0D8C9E91DC64E444088EE2CF1978852C03D00DB1CC64E4440DF4E3C7D968852C0010D602BC44E4440F769EDBE8C8852C0E8F4A2B7B24E44400BE557AA878852C05856635BA94E4440AEED830F798852C0BAC28433874E4440B7D36322748852C06DFFBF737E4E4440C0A193426C8852C065695F75784E4440F3E55888618852C0FC61D233724E44409B090BFB5D8852C072247D21704E4440D7E86ECC5D8852C057D2A51B6B4E4440254B5AB25D8852C0392BA54B684E444044768872618852C075638EB5674E4440E67EF455678852C0D7FCD603674E44402B7096B1778852C0C37BEC61644E4440346308CA778852C0E7E531EC1C4E4440F0866B27758852C07264DF07E54D4440F9A79EFD848852C09D5FE484E34D44404135C62E948852C059585FCBE14D4440BFFE1B77A38852C0AE70E26AE04D4440F7C84CAEB28852C0B0E065B4DE4D4440D18AB575C78852C0A6FEFE88DC4D44406AB08FB7D68852C09FDD6EE2DA4D444086880B04E68852C0DDDC425CD94D44405F14CD55F58852C09371B0BDD74D4440A91F7AEB048952C026558CE1D54D4440EF111798148952C03F06E259D44D4440B180A02C248952C008E98CB3D24D4440581288F4358952C0CA226A9CD24D4440F9F4814B3A8952C0F661A6E0D24D4440D04E63A03E8952C03490035DD34D4440ADC8F3F1428952C0DDA55E11D44D44404AFAFB3E478952C0D9D584FDD44D44402BB545864B8952C0937A3321D64D4440E8849CC64F8952C0617D187CD74D4440F0DACDFE538952C07128D20DD94D4440A273A92D588952C02954EFD5DA4D4440EC4E02275D8952C037F5B301DD4D44408CD12211628952C02053537EDF4D4440249CD0E8668952C0E484634AE24D4440D676BAAA6B8952C03354DB63E54D444069DBD224708952C0920C546FE84D4440D8923491748952C035DC0EA8EB4D444019BC1AEF788952C038627C0DEF4D44406F53C33D7D8952C01FFD039FF24D444093576E7C818952C0B941085CF64D4440B3D85EAA858952C0BECFE243FA4D4440EE46A11E928952C086286143084E4440414FBB2B888952C00B1AC0500C4E444063780494748952C00F459674144E4440A1E729EF678952C0F82E8B70194E444034B3C7B3668952C046BA0B2E294E4440CA064130658952C095C4FE38404E44400686288D638952C0F4530F5C584E444026FB99F7608952C0D78C95597F4E44407B0A74975F8952C07DF383FE934E4440F1A5A0BB5E8952C03241AB80A04E44406D39CAA5588952C0AE495246FA4E444021EFF9B6498952C0BB6FBFBDF84E4440EB2D537D3A8952C0A1A8CF9AF54E4440E2CF00352B8952C0F0AC1A58F14E44405117EF081C8952C036263308ED4E44401AB89B2C128952C08FD90CB1EA4E4440AF534A40108952C0E7295235EA4E44407DC96F45088952C0D82C6733E84E44408B421EA7018952C0481412ACE64E4440610B56D7F28852C02F79A6E9E24E4440,3903,18901,5,5018901,Westerleigh,SI07,1400000US36085018901,I,Staten Island,14910.4625536,11706731.4208,189.01,6,5.51689630676112e-06
827,0106000020E610000001000000010300000001000000150000001AF7115B778152C037A42DF86B514440028D0DB07C8152C0F5BDFA1F525144405BD16D54818152C0F0BD11173B514440EA91FE4D878152C0FE0478E11D514440F9D4791C8D8152C064AA7F85015144401297ED829C8152C0A9F84E4E09514440BF0F779FAA8152C09F8D620D1051444013C9BC8FB98152C01FD0D00C17514440A3F67C81E58152C084D556EC2B514440FC9705F9E08152C05ABF2854425144409269B954DD8152C04E65E8E453514440C0343330DA8152C0FE0F6C156451444005DAAC94D78152C0444DDD497051444047AF6387D58152C0B195F1567A514440F0F14255CF8152C07C26248A98514440446C62A1C68152C0AC60EF229351444081363E26C08152C0AD63D31C8F514440C8AE3001BA8152C0D8B985618B5144408DA1A583A48152C0F05F72547E514440F5C20055A18152C0265DDACE8D5144401AF7115B778152C037A42DF86B514440,4013,6800,3,3006800,Bay Ridge,BK31,1400000US36047006800,E,Brooklyn,5840.80344379,1996655.82352,68,15,8.08645003479237e-05
829,0106000020E610000001000000010300000001000000160000004A79BF76FC7A52C0500B980FE760444026851DDF107B52C0C95F0E6DB4604440D84F6763257B52C07D6278CC8160444088F84372327B52C0D15E501B8E60444058ADEE8E3F7B52C02C82E35D9A604440C0D1B1A94C7B52C066BC65A5A66044404FCA65BD597B52C0D4B670EAB260444050F3E1DE667B52C02F65B43ABF604440037D5603747B52C094E4EE92CB6044408208A37B5F7B52C01873D210FE6044402A5EBE8F6C7B52C041EBC25B0A6144406C2B16AC797B52C0473BC2A9166144409774BC31657B52C0267C164049614440D8A5D302587B52C0359486E53C614440637117024B7B52C0B007B79D3061444015DFA6E83D7B52C085849D5C24614440EB1ED7CF307B52C08037A230186144403C3797B4237B52C0A72F32EC0B614440194A93A8167B52C07726D4AEFF6044405A1192A80F7B52C0D4703819F96044404CECBEA0097B52C042DC253EF36044404A79BF76FC7A52C0500B980FE7604440,4101,5700,4,4005700,Astoria,QN70,1400000US36081005700,I,Queens,6805.19649103,2406263.31668,57,4,1.78929758878567e-05
830,0106000020E61000000100000001030000000100000015000000ADAF8FFDDD7A52C0A3DFD35C326144404A79BF76FC7A52C0500B980FE76044404CECBEA0097B52C042DC253EF36044405A1192A80F7B52C0D4703819F9604440194A93A8167B52C07726D4AEFF6044403C3797B4237B52C0A72F32EC0B614440EB1ED7CF307B52C08037A2301861444015DFA6E83D7B52C085849D5C24614440637117024B7B52C0B007B79D30614440D8A5D302587B52C0359486E53C6144409774BC31657B52C0267C1640496144403A8374A8467B52C0B11B7EB694614440A0ACAB6D397B52C0E87B0E398861444067F856742C7B52C02F65C61E7C6144401114BE591F7B52C011833CDB6F614440C972585C127B52C00E3BFB826361444031E7D53F057B52C08B8887415761444034430927F87A52C0534FB1F54A614440995F4667F37A52C0F252AC804661444065E8890DEB7A52C0C46B55AA3E614440ADAF8FFDDD7A52C0A3DFD35C32614440,4101,5900,4,4005900,Astoria,QN70,1400000US36081005900,I,Queens,6129.01101052,2047587.0321,59,3,1.57704949953459e-05
831,0106000020E6100000010000000103000000010000001E00000052C2D84DC96F52C03B6D9E37A05C4440EF973F40D56F52C0795A9299915C44405D3641D5E16F52C0FA46C0BC855C4440E6486BE3ED6F52C0DE1519CC785C44404F27E318F96F52C08A3FA6F26A5C44407C778C3E047052C0DE81BB0E5D5C4440B3D7261B117052C07B1A41104B5C4440C092C8E4117052C093AF3AF6495C4440B6E3A1B7127052C0A922AFCC485C4440AA5E35B91D7052C01D7D3944395C444081161D3F267052C0409B708F315C4440E797668D287052C0181D97CF385C4440C99A712F2B7052C05B20BAD43F5C4440498C28212E7052C04566EA91465C4440E8263F5D317052C074F12FFB4C5C444092AB87DD347052C0F33BCC05535C4440D3A308F4467052C0DD67449D745C44407198B2CF4B7052C0560E43887D5C4440B55F7A76507052C053413012865C44403D24BD7B597052C0A2E7C5D2965C44400D9C358E5E7052C09AAA1A3EA05C4440871A506A517052C033236943B15C4440F40FAD08437052C0D08351B4C25C4440C2A1C6F5367052C016428584D15C4440BBC00E541F7052C0B5F7F04DAA5C4440A938DA7F137052C08C86AC76B85C4440080151D9067052C0BE2872BDC75C4440A2BA6922FA6F52C054176C17D75C444050699F43EE6F52C0CE5BC7D6E55C444052C2D84DC96F52C03B6D9E37A05C4440,4105,54800,4,4054800,Queens Village,QN34,1400000US36081054800,I,Queens,7075.54435911,2423672.42694,548,2,8.88223489155449e-06
851,0106000020E6100000010000000103000000010000000F0000004074AD2F3A7F52C0071BCCCE40614440A30B00CA417F52C0C2F6C34A2C61444056233732497F52C000B02DA017614440594C84A5507F52C02A10AF15036144409242BCBB587F52C0FB84E803ED604440F4E79C4C877F52C0DC93563914614440BCEEDCA79C7F52C08AFA903B266144405C2BAFDAB57F52C0DA06EE733B6144403B7B9DCFAD7F52C0251605845161444040D21850A67F52C0220FB20E66614440EAB71ACE9E7F52C04F26CAA37A6144407E267C4B977F52C0FFB2103A8F6144407F6ED784857F52C0EC58FC4C806144402650B89F687F52C0C748523E686144404074AD2F3A7F52C0071BCCCE40614440,3807,12100,1,1012100,Clinton,MN15,1400000US36061012100,E,Manhattan,5730.05882685,1919460.65715,121,7,3.92539240449824e-05
833,0106000020E61000000100000001030000000100000032000000AB9B7BF3FD7452C06F0A21FC9F6C4440AC440BF70B7552C0AAC5F49FC26C4440EE110CEF177552C0C6F0091DBA6C44404C3B1458227552C075B63FF4B26C4440699A7888267552C0C5C4789BB26C44403DCB44BC277552C07EEACEE0B26C44405C47812C347552C0429D3A20B66C4440E127B1E3427552C02DE764EFB86C44402EB4C297517552C0FEAE0EB9BB6C4440FDC04E45607552C0E49D1A65BE6C44402D55C3066F7552C08A239922C06C44407C3699C07D7552C09777BD35C26C444056DA76CC797552C0E0A324280D6D4440C698711F787552C024C00FE5166D44400806AB24767552C0989A2983206D44400932C7DD737552C0D0B311FA296D444087CAD24C717552C07702C541336D4440C0C988626D7552C01761E26E3F6D44407EA98F3C6C7552C0643CADBC446D44400CE4A4BC6A7552C0CEF873E8496D444082B0B1E5687552C09821E5DD4E6D4440F41D67BD667552C02864AC89536D44405BE3B44B647552C03E8D4CDA576D444031D4D09A617552C079A547C15B6D4440C3732EB65E7552C0E4CF41335F6D444054D12111587552C0673ED624666D4440C5C374344F7552C044BD33276E6D444061A2E3B8497552C0AC45B681726D444017679419447552C0072D6574766D44403E8D9C5B3E7552C0D12090FB796D444097673584387552C03CA221147D6D444008EF96E1337552C0C82F61DD7E6D4440AD155D00287552C074E18F6E816D44405BE4B09D177552C06570A0FB846D444098CFECB20F7552C06C65A7CA866D4440B86990D0077552C0E9029529886D444041091A2FFE7452C04957E48B676D4440E0983157F17452C05A8EFC983A6D4440754AB821F17452C0ABE01350376D444068E55AC4F37452C006088E23296D44402E7542B8EF7452C0EB9F8F1C0A6D44408B0D2896F07452C0B0426FDF046D4440EF65B585F47452C09E251E5CED6C444075E0405AF87452C035F68FC7D56C44407BA9B721FA7452C0095C1318CD6C4440F3D90595FB7452C07F45BE3CC46C4440D719AAB1FC7452C080E99A40BB6C44408167FB75FD7452C04E044D2FB26C4440D1843FE1FD7452C0DF089014A96C4440AB9B7BF3FD7452C06F0A21FC9F6C4440,3703,30000,2,2030000,Pelham Bay-Country Club-City Island,BX10,1400000US36005030000,E,Bronx,8560.05933545,4490156.6598,300,9,2.1574708655875e-05
834,0106000020E61000000100000001030000000100000011000000F50D173B8F7A52C009D41839C7614440309A0796B17A52C0A14C8BF1726144403DF8648FA47A52C0150AA1A766614440A23F626E977A52C0DFE99D485A614440F9EABE608A7A52C0333694D54D614440D29BCCA4A97A52C07D9D792D01614440481568BEB67A52C0D0ABC77B0D6144404FE8204BBA7A52C03FA9F5D110614440FF6044D6C37A52C0427D6DCA196144404D4CEEDDD07A52C00A0BBE0D2661444053570CC4DD7A52C059D2E94A066144400B850874EF7A52C05C0CD2D4DA6044404A79BF76FC7A52C0500B980FE7604440ADAF8FFDDD7A52C0A3DFD35C32614440E90BA4ADBE7A52C0CC0F68397F6144408E5D95529C7A52C0D031BD86D3614440F50D173B8F7A52C009D41839C7614440,4101,15500,4,4015500,Astoria,QN70,1400000US36081015500,I,Queens,8259.37343639,1587954.99375,155,4,2.71140178776871e-05
835,0106000020E61000000100000001030000000100000011000000FF6044D6C37A52C0427D6DCA19614440B1E8532EC67A52C09F92B7E61361444013D3504CE27A52C029413A8BCE604440C2B8B4EAF67A52C0D1BFB5FB9B6044403E2703D1E97A52C02A843FC68F60444035A1A8CEFB7A52C04D4ACD3563604440D7A0EAB4027B52C0C1349C42606044401802CEE1117B52C07472DA6A59604440E9D2F4A7297B52C063D6BFC84E6044402088DD7A3D7B52C0FC29820846604440D84F6763257B52C07D6278CC8160444026851DDF107B52C0C95F0E6DB46044404A79BF76FC7A52C0500B980FE76044400B850874EF7A52C05C0CD2D4DA60444053570CC4DD7A52C059D2E94A066144404D4CEEDDD07A52C00A0BBE0D26614440FF6044D6C37A52C0427D6DCA19614440,4101,15700,4,4015700,Astoria,QN70,1400000US36081015700,I,Queens,7244.30515519,1383061.29156,157,5,3.89131864775343e-05
836,0106000020E61000000100000001030000000100000011000000D29BCCA4A97A52C07D9D792D01614440A56F7E909C7A52C02A60EADDF46044409C3F2F7A8F7A52C0FF02D297E8604440F380A903AE7A52C02D7AC07F9D604440A983447BBA7A52C0792BFB697E6044405FD26EA4CF7A52C046B7052677604440B7D3DBD0E57A52C068472A626D6044405A0BD721E97A52C0405C91A66B60444035A1A8CEFB7A52C04D4ACD35636044403E2703D1E97A52C02A843FC68F604440C2B8B4EAF67A52C0D1BFB5FB9B60444013D3504CE27A52C029413A8BCE604440B1E8532EC67A52C09F92B7E613614440FF6044D6C37A52C0427D6DCA196144404FE8204BBA7A52C03FA9F5D110614440481568BEB67A52C0D0ABC77B0D614440D29BCCA4A97A52C07D9D792D01614440,4101,15900,4,4015900,Astoria,QN70,1400000US36081015900,E,Queens,6058.44679297,1826098.45083,159,2,1.17888948854922e-05
837,0106000020E6100000010000000103000000010000002D000000CC342778E57852C09BD00CF5DA564440380288F4DE7852C0B9495D78A85644400F7083B3DE7852C02D4F6180A656444053C24D68DE7852C02A2ACD2DA456444090AC142FD97852C003A310DF7A56444085A5EEDAE77852C09A4890A576564440808516ACF67852C0FF87871C7256444033C73979057952C04DAD26C06D564440421F063D147952C0F0B8525E695644408F43EE11237952C0310582F6645644405BFB2EE5317952C0DF494E8F60564440E1338506417952C0D3CF7A0C5C564440C67EDCDC4F7952C06931C5AD575644403F358D6A607952C06DF477A452564440E0AAAF61707952C0A128F5004E564440C006572A7F7952C023FDDC9A4956444046D4EA3D8E7952C03CBD250B45564440371809D5947952C0CCE07998765644403729F5F8947952C0DED0CBE378564440E6C43F0D957952C0E0ACEB2E7A56444033E02742957952C0B9F1DBDB7B56444038EDF06E957952C03FF7C8BA7D564440398CDF0C9A7952C09DF93A02A2564440BC22A35B9A7952C04C3AC96EA4564440DE107D56987952C0540B1646A65644403CF05DFF937952C0D6D8D23AAA564440F31338468B7952C0BCAA352EB25644409C52B876867952C03E439F90B65644409B788EC47E7952C044A3A481BD564440D8F357177C7952C03BD12CE9C05644405371393C767952C08BC3AD86C8564440A987E9D7747952C07CCE96B1CA564440B289658A727952C016D2A45FCC564440A04FE13C707952C01F10B60DCE564440F696DCB6677952C0806D341DD6564440A6CDBDDB607952C0AB308B27DC564440E144A3A15B7952C0679048ACB35644400704A1E24C7952C00527B130B8564440EEE594AA3D7952C04E8F8193BC56444089A9BDD72E7952C09B9740E8C05644403940E503207952C03089676EC556444084522024117952C0379C51BEC9564440487A8F6D027952C0D3D1E418CE564440836FB8B3F37852C0E47DD89AD2564440CC342778E57852C09BD00CF5DA564440,4008,119800,3,3119800,East New York,BK82,1400000US36047119800,I,Brooklyn,8959.3345198,3527651.6287,1198,6,1.83076806575429e-05
838,0106000020E6100000010000000103000000010000001C00000095FD039E5C7D52C0CC4683050F614440E6B04367617D52C0AE2DFB250461444028ADA615637D52C08C4A8FB601614440810FD738637D52C08205D66D016144406EA02A086B7D52C029EF82E6ED6044406F0291226B7D52C010C0B54DEC604440999B7547717D52C03EAA5360DC6044405022E19C767D52C03CE4A16FCD604440E2A2E7647B7D52C0BDCDFA16C26044402BBC1DB37D7D52C0748AF635BE6044405415AAB37D7D52C03D86FB34BE6044407092337B817D52C0A2A3FED8B7604440FA1F84558B7D52C01E0656D5A86044405D827B188C7D52C08276C69AAA6044408DE9E8D78C7D52C0500E8CEDAB604440697F7BAF8D7D52C0E26C5128AD60444035EC735D907D52C077B7BBF0AF604440D7BD6D0B937D52C00FDE25B9B260444046470782B77D52C0C073291CD16044409BD1780FB07D52C0D1D004A4E560444021621D87A87D52C0015B6E42FA604440B691058EA07D52C00FCDDA4410614440F1F2AC7F987D52C05BEC2947266144402DD5BCD8907D52C064BDE2353B6144409FD9FF146C7D52C0E3980BDF1B614440F573EEDB607D52C0530D44B81261444092E0BF2E5F7D52C090075A201161444095FD039E5C7D52C0CC4683050F614440,3808,10601,1,1010601,Turtle Bay-East Midtown,MN19,1400000US36061010601,I,Manhattan,4629.04974293,1305574.86579,106.01,2,1.64889514175e-05
839,0106000020E610000001000000010300000001000000120000006553D1C15B7C52C047826931CF58444088A4AA50597C52C0DDB9E532B758444052BEE7F5567C52C01175212E9F584440E92E3B92547C52C01C12822587584440A45F1F2E527C52C05F9E2A266F5844408CD14A9C807C52C016075A8264584440944D910FAF7C52C010632CD6595844405E1B3C74B17C52C03F0F87D1715844402CF7B9DEB37C52C045BA96E7895844404B640B17B57C52C08DD4387696584440F597853AB67C52C01969CDDAA1584440203ECE9BB87C52C0DC2D89D5B958444039197701BB7C52C072A2EADFD1584440C976E98C8C7C52C003035F89DC584440849CC0155E7C52C057357B42E75844406423AA365C7C52C0111173E9D3584440813FFDFB5B7C52C0A6D4CD8AD15844406553D1C15B7C52C047826931CF584440,4003,26100,3,3026100,Bedford,BK75,1400000US36047026100,E,Brooklyn,5880.89771671,2146490.18931,261,6,3.00877399661091e-05
